work_year,experience_level,employment_type,job_title,salary,salary_in_usd
2022,SE,FT,Data Scientist,191475,191475
2022,SE,FT,Data Scientist,141525,141525
2022,SE,FT,Data Scientist,191475,191475
2022,SE,FT,Data Scientist,141525,141525
2022,SE,FT,Data Scientist,191475,191475
2022,SE,FT,Data Scientist,141525,141525
2022,SE,FT,Data Scientist,191475,191475
2022,SE,FT,Data Scientist,141525,141525
2022,SE,FT,Data Scientist,191475,191475
2022,SE,FT,Data Scientist,141525,141525
2022,SE,FT,Data Scientist,191475,191475
2022,SE,FT,Data Scientist,141525,141525
2022,SE,FT,Data Scientist,191475,191475
2022,SE,FT,Data Scientist,141525,141525
2022,EN,FT,Data Scientist,30000,31520
2022,SE,FT,Data Scientist,204100,204100
2022,SE,FT,Data Scientist,136100,136100
2022,MI,FT,Data Scientist,96000,118208
2022,MI,FT,Data Scientist,90000,110820
2022,SE,FT,Data Scientist,191475,191475
2022,SE,FT,Data Scientist,141525,141525
2022,SE,FT,Data Scientist,191475,191475
2022,SE,FT,Data Scientist,141525,141525
2022,SE,FT,Data Scientist,191475,191475
2022,SE,FT,Data Scientist,141525,141525
2022,SE,FT,Data Scientist,170000,170000
2022,SE,FT,Data Scientist,130000,130000
2022,SE,FT,Data Scientist,175000,175000
2022,SE,FT,Data Scientist,140000,140000
2022,SE,FT,Data Scientist,160000,160000
2022,SE,FT,Data Scientist,119300,119300
2022,MI,FT,Data Scientist,225000,225000
2022,MI,FT,Data Scientist,160000,160000
2022,MI,FT,Data Scientist,52000,54634
2022,EN,FT,Data Scientist,82000,82000
2022,EN,PT,Data Scientist,110000,110000
2022,SE,FT,Data Scientist,203500,203500
2022,SE,FT,Data Scientist,152000,152000
2022,SE,FT,Data Scientist,170000,170000
2022,SE,FT,Data Scientist,120000,120000
2022,MI,FT,Data Scientist,110000,115573
2022,MI,FT,Data Scientist,85000,89306
2022,SE,FT,Data Scientist,123400,123400
2022,SE,FT,Data Scientist,88100,88100
2022,SE,FT,Data Scientist,245000,245000
2022,SE,FT,Data Scientist,205000,205000
2022,EN,FT,Data Scientist,80000,84053
2022,SE,FT,Data Scientist,180000,180000
2022,SE,FT,Data Scientist,140000,140000
2022,MI,FT,Data Scientist,4200000,53416
2022,MI,FT,Data Scientist,107000,131752
2022,EN,FT,Data Scientist,49500,52008
2022,SE,FT,Data Scientist,160000,160000
2022,SE,FT,Data Scientist,100000,100000
2022,MI,FT,Data Scientist,58000,60938
2022,MI,FT,Data Scientist,65000,80036
2022,SE,FT,Data Scientist,160000,160000
2022,SE,FT,Data Scientist,92000,92000
2022,SE,FT,Data Scientist,160000,160000
2022,SE,FT,Data Scientist,119300,119300
2022,MI,FT,Data Scientist,25000,25000
2022,MI,FT,Data Scientist,153000,153000
2022,SE,FT,Data Scientist,160000,160000
2022,SE,FT,Data Scientist,92000,92000
2022,SE,FT,Data Scientist,186000,186000
2022,SE,FT,Data Scientist,148800,148800
2020,EN,FT,Data Scientist,43200,49268
2022,SE,FT,Data Scientist,215300,215300
2022,SE,FT,Data Scientist,158200,158200
2022,SE,FT,Data Scientist,170000,170000
2022,SE,FT,Data Scientist,123000,123000
2022,SE,FT,Data Scientist,215300,215300
2022,SE,FT,Data Scientist,140400,140400
2022,SE,FT,Data Scientist,260000,260000
2022,SE,FT,Data Scientist,180000,180000
2022,MI,FT,Data Scientist,55000,67723
2022,MI,FT,Data Scientist,35000,43096
2022,SE,FT,Data Scientist,180000,180000
2022,SE,FT,Data Scientist,80000,80000
2022,MI,FT,Data Scientist,50000,61566
2022,MI,FT,Data Scientist,30000,36940
2022,SE,FT,Data Scientist,165220,165220
2022,SE,FT,Data Scientist,120160,120160
2022,SE,FT,Data Scientist,180000,180000
2022,SE,FT,Data Scientist,120000,120000
2022,MI,FT,Data Scientist,130000,130000
2022,MI,FT,Data Scientist,90000,90000
2022,SE,FT,Data Scientist,136620,136620
2022,SE,FT,Data Scientist,99360,99360
2022,SE,FT,Data Scientist,90000,110820
2022,SE,FT,Data Scientist,80000,98506
2022,SE,FT,Data Scientist,146000,146000
2022,SE,FT,Data Scientist,123000,123000
2022,SE,FT,Data Scientist,167000,167000
2022,SE,FT,Data Scientist,123000,123000
2022,SE,FT,Data Scientist,211500,211500
2022,SE,FT,Data Scientist,138600,138600
2022,SE,FT,Data Scientist,150000,150000
2022,SE,FT,Data Scientist,95550,95550
2022,SE,FT,Data Scientist,205300,205300
2022,SE,FT,Data Scientist,140400,140400
2022,SE,FT,Data Scientist,176000,176000
2022,SE,FT,Data Scientist,144000,144000
2022,SE,FT,Data Scientist,205300,205300
2022,SE,FT,Data Scientist,140400,140400
2022,MI,FT,Data Scientist,141300,141300
2022,MI,FT,Data Scientist,102100,102100
2022,SE,FT,Data Scientist,230000,230000
2022,SE,FT,Data Scientist,150000,150000
2022,MI,FT,Data Scientist,160000,160000
2022,MI,FT,Data Scientist,130000,130000
2022,SE,FT,Data Scientist,210000,210000
2022,SE,FT,Data Scientist,140000,140000
2022,SE,FT,Data Scientist,210000,210000
2022,SE,FT,Data Scientist,140000,140000
2022,SE,FT,Data Scientist,210000,210000
2022,SE,FT,Data Scientist,140000,140000
2022,SE,FT,Data Scientist,210000,210000
2022,SE,FT,Data Scientist,140000,140000
2022,SE,FT,Data Scientist,230000,230000
2022,SE,FT,Data Scientist,140000,140000
2022,SE,FT,Data Scientist,220000,220000
2022,SE,FT,Data Scientist,140000,140000
2022,MI,FT,Data Scientist,140000,172386
2022,MI,FT,Data Scientist,70000,86193
2022,MI,FT,Data Scientist,200000,200000
2022,MI,FT,Data Scientist,120000,120000
2022,SE,FT,Data Scientist,185100,185100
2022,SE,FT,Data Scientist,104890,104890
2022,MI,FT,Data Scientist,2400000,30523
2022,EN,FT,Data Scientist,1400000,17805
2021,MI,FT,Data Scientist,109000,109000
2022,MI,FT,Data Scientist,88000,67597
2022,EN,FT,Data Scientist,66500,51081
2022,MI,FT,Data Scientist,78000,78000
2022,EN,FT,Data Scientist,40000,40000
2022,EN,FT,Data Scientist,120000,83171
2022,SE,FT,Data Scientist,165000,165000
2022,SE,FT,Data Scientist,100000,100000
2022,MI,FT,Data Scientist,150000,33609
2022,MI,FT,Data Scientist,135000,135000
2021,EN,FT,Data Scientist,80000,80000
2022,MI,FT,Data Scientist,115000,120402
2022,MI,FT,Data Scientist,48000,48000
2022,MI,FL,Data Scientist,100000,100000
2021,EN,FT,Data Scientist,100000,100000
2022,EN,PT,Data Scientist,100000,100000
2021,MI,FT,Data Scientist,82500,82500
2021,EN,FT,Data Scientist,42000,49646
2021,MI,FT,Data Scientist,700000,9466
2020,SE,FT,Data Scientist,60000,68428
2021,EN,FT,Data Scientist,13400,13400
2021,MI,FT,Data Scientist,95000,75774
2021,MI,FT,Data Scientist,150000,150000
2021,MI,FT,Data Scientist,50000,50000
2020,MI,FT,Data Scientist,45760,45760
2021,SE,FT,Data Scientist,45000,53192
2020,MI,FT,Data Scientist,60000,76958
2021,EN,FT,Data Scientist,2200000,29751
2020,MI,FT,Data Scientist,105000,105000
2021,EN,FT,Data Scientist,2100000,28399
2021,EN,FT,Data Scientist,90000,90000
2021,EN,FT,Data Scientist,31000,36643
2021,SE,FT,Data Scientist,165000,165000
2021,SE,FT,Data Scientist,130000,103691
2020,MI,FT,Data Scientist,70000,79833
2021,SE,FT,Data Scientist,180000,20171
2021,EN,FT,Data Scientist,58000,58000
2021,EN,FT,Data Scientist,100000,100000
2021,SE,FT,Data Scientist,65720,77684
2021,MI,FT,Data Scientist,21600,25532
2021,MI,FT,Data Scientist,1250000,16904
2020,MI,FT,Data Scientist,11000000,35735
2021,SE,FT,Data Scientist,135000,135000
2021,MI,FT,Data Scientist,147000,147000
2020,EN,FT,Data Scientist,45000,51321
2020,MI,FT,Data Scientist,3000000,40481
2020,EN,FT,Data Scientist,35000,39916
2021,MI,FT,Data Scientist,76760,90734
2021,MI,FT,Data Scientist,420000,5679
2021,MI,FT,Data Scientist,30400000,40038
2021,MI,FT,Data Scientist,52000,61467
2021,MI,FT,Data Scientist,32000,37825
2021,MI,FT,Data Scientist,40900,56256
2021,MI,FT,Data Scientist,2500000,33808
2021,MI,FT,Data Scientist,85000,116914
2021,MI,FT,Data Scientist,75000,88654
2021,MI,FT,Data Scientist,160000,160000
2021,MI,FT,Data Scientist,69600,12901
2020,MI,FT,Data Scientist,37000,42197
2020,EN,FT,Data Scientist,55000,62726
2021,MI,FT,Data Scientist,76760,90734
2020,EN,PT,Data Scientist,19000,21669
2020,SE,FT,Data Scientist,120000,120000
2021,SE,FT,Data Scientist,110000,87738
2021,MI,FT,Data Scientist,130000,130000
2020,MI,FT,Data Scientist,34000,38776
2021,MI,FT,Data Scientist,39600,46809
2020,SE,FT,Data Scientist,80000,91237
2020,MI,FT,Data Scientist,55000,62726
2021,MI,FT,Data Scientist,115000,115000
2021,MI,FT,Data Scientist,73000,73000
2020,MI,FT,Data Scientist,118000,118000
2020,MI,FT,Data Scientist,138350,138350
2021,MI,FT,Data Scientist,160000,119059
2020,SE,FT,Data Scientist,412000,412000
2020,EN,FT,Data Scientist,105000,105000
